1;air_base;3489.00;9.70;1992.00;3.51;0
1;bunker;3411.00;9.70;1746.00;5.65;0
1;bunker;3423.00;9.70;1740.00;5.28;0
1;bunker;3426.00;9.70;1984.00;0.11;0
1;bunker;3428.00;9.70;1746.00;4.19;0
1;bunker;3437.00;9.70;1996.00;0.65;0
1;bunker;3442.00;9.70;2006.00;4.57;0
1;bunker;3443.00;9.70;1741.00;4.70;0
1;bunker;3445.00;9.70;1747.00;4.63;0
1;bunker;3447.00;9.70;1995.00;3.15;0
1;bunker;3448.00;9.70;1773.00;0.69;0
1;bunker;3453.00;9.70;1988.00;0.92;0
1;bunker;3453.00;9.70;1997.00;3.66;0
1;bunker;3454.00;9.70;1982.00;4.91;0
1;bunker;3455.00;9.70;1747.00;4.33;0
1;bunker;3456.00;9.70;1971.00;0.25;0
1;bunker;3456.00;9.70;2010.00;3.83;0
1;bunker;3460.00;9.70;1756.00;2.41;0
1;bunker;3462.00;9.70;1764.00;0.71;0
1;bunker;3462.00;9.70;1960.00;4.40;0
1;bunker;3465.00;9.70;1784.00;6.19;0
1;bunker;3465.00;9.70;2006.00;3.21;0
1;bunker;3466.00;9.70;1965.00;0.41;0
1;bunker;3466.00;9.70;1987.00;3.90;0
1;bunker;3467.00;9.70;1757.00;0.04;0
1;bunker;3467.00;9.70;1908.00;5.37;0
1;bunker;3469.00;9.70;1913.00;0.34;0
1;bunker;3470.00;9.70;1958.00;5.44;0
1;bunker;3474.00;9.70;1790.00;2.78;0
1;bunker;3475.00;9.70;1970.00;5.21;0
1;bunker;3477.00;9.70;1780.00;1.60;0
1;bunker;3478.00;9.70;1910.00;0.86;0
1;bunker;3478.00;9.70;1962.00;0.85;0
1;bunker;3481.00;9.70;1769.00;4.03;0
1;bunker;3482.00;9.70;1776.00;5.95;0
1;bunker;3482.00;9.70;1991.00;0.92;0
1;bunker;3483.00;9.70;1903.00;2.34;0
1;bunker;3484.00;9.70;1790.00;4.91;0
1;bunker;3486.00;9.70;1885.00;3.73;0
1;bunker;3494.00;9.70;1781.00;0.62;0
1;bunker;3495.00;9.70;1897.00;0.79;0
1;bunker;3498.00;9.70;1780.00;2.68;0
1;bunker;3500.00;9.70;1805.00;4.47;0
1;bunker;3500.00;9.70;1890.00;3.36;0
1;bunker;3501.00;9.70;1789.00;3.87;0
1;bunker;3505.00;9.70;1810.00;0.48;0
1;bunker;3510.00;9.70;1776.00;6.25;0
1;bunker;3510.00;9.70;1780.00;5.14;0
1;bunker;3510.00;9.70;1980.00;2.78;0
1;bunker;3511.00;9.70;1788.00;4.40;0
1;bunker;3511.00;9.70;1910.00;5.58;0
1;bunker;3516.00;9.70;1906.00;2.04;0
1;bunker;3518.00;9.70;1779.00;1.23;0
1;bunker;3520.00;9.70;1912.00;1.16;0
1;bunker;3524.00;9.70;1977.00;1.09;0
1;bunker;3530.00;9.70;1902.00;2.17;0
1;bunker;3532.00;9.70;1979.00;1.90;0
1;bunker;3536.00;9.70;1916.00;4.54;0
1;bunker;3538.00;9.70;1980.00;0.18;0
1;bunker;3539.00;9.70;1918.00;0.04;0
1;bunker;3540.00;9.70;1903.00;5.14;0
1;bunker;3544.00;9.70;1891.00;3.22;0
1;bunker;3550.00;9.70;1875.00;3.52;0
1;bunker;3552.00;9.70;1924.00;5.08;0
1;bunker;3553.00;9.70;1882.00;2.92;0
1;bunker;3554.00;9.70;1848.00;1.67;0
1;bunker;3555.00;9.70;1862.00;6.23;0
1;bunker;3558.00;9.70;1908.00;5.72;0
1;bunker;3560.00;9.70;1933.00;0.35;0
1;bunker;3562.00;9.70;1872.00;4.77;0
1;bunker;3562.00;9.70;1925.00;1.39;0
1;bunker;3564.00;9.70;1846.00;2.98;0
1;bunker;3566.00;9.70;1856.00;1.83;0
1;bunker;3566.00;9.70;1896.00;2.64;0
1;bunker;3568.00;9.70;1850.00;3.96;0
1;bunker;3568.00;9.70;1869.00;1.97;0
1;bunker;3568.00;9.70;1885.00;0.99;0
1;bunker;3568.00;9.70;1916.00;0.55;0
1;bunker;3571.00;9.70;1895.00;3.59;0
1;bunker;3574.00;9.70;1876.00;1.59;0
1;bunker;3575.00;9.70;1906.00;2.47;0
1;bunker;3576.00;9.70;1912.00;3.15;0
1;bunker;3577.00;9.70;1846.00;4.17;0
1;bunker;3579.00;9.70;1923.00;2.54;0
1;bunker;3583.00;9.70;1854.00;6.16;0
1;bunker;3585.00;9.70;1892.00;3.73;0
1;bunker;3589.00;9.70;1913.00;2.85;0
1;bunker;3591.00;9.70;1882.00;5.88;0
1;bunker;3592.00;9.70;1855.00;4.84;0
1;bunker;3595.00;9.70;1900.00;1.73;0
1;bunker;3596.00;9.70;1846.00;1.29;0
1;bunker;3598.00;9.70;1865.00;0.41;0
1;bunker;3600.00;9.70;1883.00;0.18;0
1;bunker;3603.00;9.70;1854.00;5.96;0
1;bunker;3613.00;9.70;1877.00;2.48;0
1;bunker;3615.00;9.70;1868.00;4.10;0
1;coastal_bunker;3405.00;9.50;1752.00;-2.68;0
1;coastal_bunker;3415.00;9.70;1745.00;-3.14;0
1;coastal_bunker;3421.00;9.50;1990.00;-2.21;0
1;coastal_bunker;3427.00;9.70;1748.00;-3.73;0
1;coastal_bunker;3434.00;9.70;1998.00;-2.03;0
1;coastal_bunker;3440.00;9.50;1736.00;-0.20;0
1;coastal_bunker;3443.00;9.70;2011.00;-3.46;0
1;coastal_bunker;3444.00;9.50;1994.00;-0.62;0
1;coastal_bunker;3447.00;9.50;1988.00;-1.25;0
1;coastal_bunker;3448.00;9.70;1750.00;-3.14;0
1;coastal_bunker;3449.00;9.50;1736.00;0.79;0
1;coastal_bunker;3450.00;9.50;1766.00;-2.03;0
1;coastal_bunker;3450.00;9.50;1982.00;-1.19;0
1;coastal_bunker;3452.00;9.70;1969.00;-1.57;0
1;coastal_bunker;3455.00;9.50;1757.00;-2.21;0
1;coastal_bunker;3457.00;9.50;1961.00;-0.79;0
1;coastal_bunker;3457.00;9.70;2011.00;-2.82;0
1;coastal_bunker;3460.00;9.70;1974.00;-3.34;0
1;coastal_bunker;3463.00;9.50;1781.00;-1.57;0
1;coastal_bunker;3464.00;9.70;1778.00;-2.92;0
1;coastal_bunker;3464.00;9.70;1916.00;-1.57;0
1;coastal_bunker;3465.00;9.50;1749.00;-0.20;0
1;coastal_bunker;3469.00;9.50;1985.00;-0.20;0
1;coastal_bunker;3470.00;9.50;1954.00;0.24;0
1;coastal_bunker;3473.00;9.70;1971.00;-3.14;0
1;coastal_bunker;3475.00;9.70;2007.00;-4.17;0
1;coastal_bunker;3478.00;9.70;1908.00;1.57;0
1;coastal_bunker;3479.00;9.70;1800.00;-2.82;0
1;coastal_bunker;3480.00;9.50;1758.00;1.11;0
1;coastal_bunker;3481.00;9.50;1885.00;0.00;0
1;coastal_bunker;3481.00;9.70;1966.00;1.11;0
1;coastal_bunker;3483.00;9.50;1914.00;-3.93;0
1;coastal_bunker;3484.00;9.50;1986.00;0.32;0
1;coastal_bunker;3487.00;9.70;1778.00;1.11;0
1;coastal_bunker;3489.00;9.70;1800.00;-4.02;0
1;coastal_bunker;3491.00;9.50;1779.00;0.00;0
1;coastal_bunker;3492.00;9.50;1883.00;-0.24;0
1;coastal_bunker;3492.00;9.70;1901.00;-3.46;0
1;coastal_bunker;3493.00;9.50;1777.00;-0.32;0
1;coastal_bunker;3499.00;9.50;1802.00;-0.32;0
1;coastal_bunker;3500.00;9.70;1895.00;-3.93;0
1;coastal_bunker;3501.00;9.70;1795.00;-3.14;0
1;coastal_bunker;3501.00;9.70;1811.00;-3.93;0
1;coastal_bunker;3508.00;9.70;1983.00;-1.57;0
1;coastal_bunker;3509.00;9.70;1785.00;-4.33;0
1;coastal_bunker;3509.00;9.70;1793.00;1.57;0
1;coastal_bunker;3511.00;9.50;1906.00;-0.79;0
1;coastal_bunker;3514.00;9.50;1770.00;-0.46;0
1;coastal_bunker;3515.00;9.70;1914.00;-2.68;0
1;coastal_bunker;3517.00;9.70;1782.00;-3.93;0
1;coastal_bunker;3520.00;9.50;1897.00;-0.28;0
1;coastal_bunker;3527.00;9.70;1917.00;-2.36;0
1;coastal_bunker;3527.00;9.70;1988.00;-3.84;0
1;coastal_bunker;3529.00;9.70;1986.00;-3.14;0
1;coastal_bunker;3530.00;9.70;1898.00;-0.32;0
1;coastal_bunker;3538.00;9.70;1921.00;-2.68;0
1;coastal_bunker;3540.00;9.70;1889.00;0.00;0
1;coastal_bunker;3542.00;9.70;1986.00;-3.93;0
1;coastal_bunker;3549.00;9.50;1854.00;-1.57;0
1;coastal_bunker;3549.00;9.70;1931.00;-2.55;0
1;coastal_bunker;3550.00;9.50;1842.00;-1.35;0
1;coastal_bunker;3550.00;9.50;1890.00;0.56;0
1;coastal_bunker;3551.00;9.70;1886.00;-1.57;0
1;coastal_bunker;3553.00;9.50;1870.00;-0.79;0
1;coastal_bunker;3555.00;9.70;1867.00;-1.57;0
1;coastal_bunker;3560.00;9.50;1858.00;-2.16;0
1;coastal_bunker;3561.00;9.50;1871.00;-1.25;0
1;coastal_bunker;3561.00;9.70;1934.00;-3.93;0
1;coastal_bunker;3565.00;9.70;1926.00;-4.31;0
1;coastal_bunker;3571.00;9.70;1843.00;-0.24;0
1;coastal_bunker;3571.00;9.70;1923.00;-3.24;0
1;coastal_bunker;3584.00;9.50;1924.00;-4.47;0
1;coastal_bunker;3585.00;9.70;1886.00;-3.14;0
1;coastal_bunker;3585.00;9.70;1889.00;0.67;0
1;coastal_bunker;3587.00;9.70;1840.00;0.59;0
1;coastal_bunker;3588.00;9.50;1837.00;0.46;0
1;coastal_bunker;3588.00;9.70;1917.00;-3.14;0
